optimizer_backend,oos_protocol,train_window_mode,refit_every,rebalance_every,rolling_train_months,fixed_train_end,decision_date,return_date,strategy,cross_mode,strategy_display,strategy_legacy_label,comparison_role,benchmark_primary,benchmark_note,benchmark_source,gross_return,net_return,turnover,risky_weight,weights_json,mu_l1,factor_var_json,factor_mu_json,mean_model_kind,hedge_signal_l2,costate_jxy_l2,costate_jx,costate_neg_jxx,costate_closed_form,train_objective,regime_probability
pipinn,fixed_refit12_rebalance1,fixed,12,1,,,2008-01-31,2008-02-29,predictive_static,reference,predictive_static,myopic,reference_only,False,"reference-only, not a primary benchmark",,-0.005258120470646969,-0.005258120470646969,0.9288213521377664,0.9288213521377664,"{""asset_01"": 0.06000531518105435, ""asset_02"": 0.12903841115201647, ""asset_03"": 0.10070359693740136, ""asset_04"": 0.12293625870298037, ""asset_05"": 0.12007911811656938, ""asset_06"": 0.1582323054649915, ""asset_07"": 0.02849089726175792, ""asset_08"": 0.209335449320995}",0.07900210957776116,"{""asset_01"": 0.00017645459933994065, ""asset_02"": 0.0007842598230250676, ""asset_03"": 0.0004747405248001613, ""asset_04"": 0.0006303814709524833, ""asset_05"": 0.000990082932121714, ""asset_06"": 0.0012082980499414644, ""asset_07"": 0.0002434998846646234, ""asset_08"": 0.0009793231733609257}","{""MKT"": 0.003094160158055948, ""VALUE"": 0.0013936051226308699, ""BOND"": 0.004019278127970941}",factor_apt,0.0,0.08843973317383415,1.0,6.0,True,-4.663867024043899e-05,0.0
pipinn,fixed_refit12_rebalance1,fixed,12,1,,,2008-01-31,2008-02-29,pgdpo,reference,pgdpo,policy,method_ablation,False,warmup direct policy ablation; useful for mechanism comparison,,-0.0066942200569623115,-0.0066942200569623115,0.9999174259891388,0.9999174259891388,"{""asset_01"": 0.00012892795394840565, ""asset_02"": 0.00035225369758234623, ""asset_03"": 0.0002770595941095832, ""asset_04"": 0.00034857354311919824, ""asset_05"": 0.00024304126632293982, ""asset_06"": 0.0010599227034578055, ""asset_07"": 0.00010332432187688998, ""asset_08"": 0.9974043229087217}",0.07900210957776116,"{""asset_01"": 0.00017645459933994065, ""asset_02"": 0.0007842598230250676, ""asset_03"": 0.0004747405248001613, ""asset_04"": 0.0006303814709524833, ""asset_05"": 0.000990082932121714, ""asset_06"": 0.0012082980499414644, ""asset_07"": 0.0002434998846646234, ""asset_08"": 0.0009793231733609257}","{""MKT"": 0.003094160158055948, ""VALUE"": 0.0013936051226308699, ""BOND"": 0.004019278127970941}",factor_apt,0.0,0.08843973317383415,1.0,6.0,True,-4.663867024043899e-05,0.0
pipinn,fixed_refit12_rebalance1,fixed,12,1,,,2008-01-31,2008-02-29,ppgdpo,estimated,ppgdpo,ppgdpo,method_candidate,False,Pontryagin projection candidate,,-0.006694220056962312,-0.006694220056962312,0.999917425989139,0.999917425989139,"{""asset_01"": 0.00012892795394840574, ""asset_02"": 0.0003522536975823467, ""asset_03"": 0.00027705959410958343, ""asset_04"": 0.00034857354311919905, ""asset_05"": 0.0002430412663229399, ""asset_06"": 0.001059922703457807, ""asset_07"": 0.00010332432187689009, ""asset_08"": 0.9974043229087218}",0.07900210957776116,"{""asset_01"": 0.00017645459933994065, ""asset_02"": 0.0007842598230250676, ""asset_03"": 0.0004747405248001613, ""asset_04"": 0.0006303814709524833, ""asset_05"": 0.000990082932121714, ""asset_06"": 0.0012082980499414644, ""asset_07"": 0.0002434998846646234, ""asset_08"": 0.0009793231733609257}","{""MKT"": 0.003094160158055948, ""VALUE"": 0.0013936051226308699, ""BOND"": 0.004019278127970941}",factor_apt,6.209811708455542e-05,0.08843973317383415,1.0,6.0,True,-4.663867024043899e-05,0.0
pipinn,fixed_refit12_rebalance1,fixed,12,1,,,2008-01-31,2008-02-29,ppgdpo,zero,ppgdpo_zero,ppgdpo,method_candidate,False,Pontryagin projection candidate,,-0.006694229574839546,-0.006694229574839546,0.9999171770592923,0.9999171770592923,"{""asset_01"": 0.0001293387859856217, ""asset_02"": 0.00035394125792344105, ""asset_03"": 0.0002799650783523762, ""asset_04"": 0.0003552954877874166, ""asset_05"": 0.0002435916099010491, ""asset_06"": 0.0010709636683868219, ""asset_07"": 0.00010360947782353283, ""asset_08"": 0.997380471693132}",0.07900210957776116,"{""asset_01"": 0.00017645459933994065, ""asset_02"": 0.0007842598230250676, ""asset_03"": 0.0004747405248001613, ""asset_04"": 0.0006303814709524833, ""asset_05"": 0.000990082932121714, ""asset_06"": 0.0012082980499414644, ""asset_07"": 0.0002434998846646234, ""asset_08"": 0.0009793231733609257}","{""MKT"": 0.003094160158055948, ""VALUE"": 0.0013936051226308699, ""BOND"": 0.004019278127970941}",factor_apt,0.0,0.08843973317383415,1.0,6.0,True,-4.663867024043899e-05,0.0
pipinn,fixed_refit12_rebalance1,fixed,12,1,,,2008-01-31,2008-02-29,equal_weight,benchmark,equal_weight,equal_weight,external_benchmark,True,standard external benchmark,,-0.00443405645220235,-0.00443405645220235,1.0,1.0,"{""asset_01"": 0.125, ""asset_02"": 0.125, ""asset_03"": 0.125, ""asset_04"": 0.125, ""asset_05"": 0.125, ""asset_06"": 0.125, ""asset_07"": 0.125, ""asset_08"": 0.125}",0.07900210957776116,"{""asset_01"": 0.00017645459933994065, ""asset_02"": 0.0007842598230250676, ""asset_03"": 0.0004747405248001613, ""asset_04"": 0.0006303814709524833, ""asset_05"": 0.000990082932121714, ""asset_06"": 0.0012082980499414644, ""asset_07"": 0.0002434998846646234, ""asset_08"": 0.0009793231733609257}","{""MKT"": 0.003094160158055948, ""VALUE"": 0.0013936051226308699, ""BOND"": 0.004019278127970941}",factor_apt,0.0,0.08843973317383415,1.0,6.0,True,-4.663867024043899e-05,0.0
pipinn,fixed_refit12_rebalance1,fixed,12,1,,,2008-01-31,2008-02-29,min_variance,benchmark,min_variance,min_variance,external_benchmark,True,standard external benchmark,,-0.0014656814714450626,-0.0014656814714450626,0.611269303444236,0.611269303444236,"{""asset_01"": 0.10241738547225036, ""asset_02"": 0.053636710553955275, ""asset_03"": 0.11654384066098177, ""asset_04"": 0.07516920033082441, ""asset_05"": 0.052779923974665036, ""asset_06"": 0.050252564591845295, ""asset_07"": 0.1222320714520721, ""asset_08"": 0.038237606407641775}",0.07900210957776116,"{""asset_01"": 0.00017645459933994065, ""asset_02"": 0.0007842598230250676, ""asset_03"": 0.0004747405248001613, ""asset_04"": 0.0006303814709524833, ""asset_05"": 0.000990082932121714, ""asset_06"": 0.0012082980499414644, ""asset_07"": 0.0002434998846646234, ""asset_08"": 0.0009793231733609257}","{""MKT"": 0.003094160158055948, ""VALUE"": 0.0013936051226308699, ""BOND"": 0.004019278127970941}",factor_apt,0.0,0.08843973317383415,1.0,6.0,True,-4.663867024043899e-05,0.0
pipinn,fixed_refit12_rebalance1,fixed,12,1,,,2008-01-31,2008-02-29,risk_parity,benchmark,risk_parity,risk_parity,external_benchmark,True,standard external benchmark,,-0.0016457016538301708,-0.0016457016538301708,0.9921193162049121,0.9921193162049121,"{""asset_01"": 0.17314148831984258, ""asset_02"": 0.06739727903447448, ""asset_03"": 0.17701511222811667, ""asset_04"": 0.09740675421911113, ""asset_05"": 0.08495490793866363, ""asset_06"": 0.07509657268865884, ""asset_07"": 0.25935147944712816, ""asset_08"": 0.057755722328916605}",0.07900210957776116,"{""asset_01"": 0.00017645459933994065, ""asset_02"": 0.0007842598230250676, ""asset_03"": 0.0004747405248001613, ""asset_04"": 0.0006303814709524833, ""asset_05"": 0.000990082932121714, ""asset_06"": 0.0012082980499414644, ""asset_07"": 0.0002434998846646234, ""asset_08"": 0.0009793231733609257}","{""MKT"": 0.003094160158055948, ""VALUE"": 0.0013936051226308699, ""BOND"": 0.004019278127970941}",factor_apt,0.0,0.08843973317383415,1.0,6.0,True,-4.663867024043899e-05,0.0
pipinn,fixed_refit12_rebalance1,fixed,12,1,,,2008-02-29,2008-03-31,predictive_static,reference,predictive_static,myopic,reference_only,False,"reference-only, not a primary benchmark",,0.03619041268191652,0.03619041268191652,0.14298409528325787,0.8863909768190148,"{""asset_01"": 0.061402495717227404, ""asset_02"": 0.11737773788747231, ""asset_03"": 0.13327343666777208, ""asset_04"": 0.12786056291628933, ""asset_05"": 0.08659671101888167, ""asset_06"": 0.12744474476983633, ""asset_07"": 0.03908595665012397, ""asset_08"": 0.1933493311914118}",0.0749967602238419,"{""asset_01"": 0.00018909983103244937, ""asset_02"": 0.0007692923367750839, ""asset_03"": 0.000461312526137627, ""asset_04"": 0.0006506393404600175, ""asset_05"": 0.001018664818715995, ""asset_06"": 0.001183070419189143, ""asset_07"": 0.00024043913216886912, ""asset_08"": 0.0009681562832725139}","{""MKT"": 0.003553266891589779, ""VALUE"": 0.0010976770842264193, ""BOND"": 0.0028070460595972712}",factor_apt,0.0,0.08910186801204698,1.0,6.0,True,-4.663867024043899e-05,0.0
pipinn,fixed_refit12_rebalance1,fixed,12,1,,,2008-02-29,2008-03-31,pgdpo,reference,pgdpo,policy,method_ablation,False,warmup direct policy ablation; useful for mechanism comparison,,0.0808482254314904,0.0808482254314904,0.1133771869731692,0.9999093078302831,"{""asset_01"": 0.00015317219442689543, ""asset_02"": 0.0003696572626616421, ""asset_03"": 0.05651128436518313, ""asset_04"": 0.0007434161270655002, ""asset_05"": 0.00017645862503695202, ""asset_06"": 0.0004264605884109682, ""asset_07"": 0.00012907289674983123, ""asset_08"": 0.9413997857707482}",0.0749967602238419,"{""asset_01"": 0.00018909983103244937, ""asset_02"": 0.0007692923367750839, ""asset_03"": 0.000461312526137627, ""asset_04"": 0.0006506393404600175, ""asset_05"": 0.001018664818715995, ""asset_06"": 0.001183070419189143, ""asset_07"": 0.00024043913216886912, ""asset_08"": 0.0009681562832725139}","{""MKT"": 0.003553266891589779, ""VALUE"": 0.0010976770842264193, ""BOND"": 0.0028070460595972712}",factor_apt,0.0,0.08910186801204698,1.0,6.0,True,-4.663867024043899e-05,0.0
pipinn,fixed_refit12_rebalance1,fixed,12,1,,,2008-02-29,2008-03-31,ppgdpo,estimated,ppgdpo,ppgdpo,method_candidate,False,Pontryagin projection candidate,,0.0815630806277425,0.0815630806277425,0.10051460903236027,0.9999094863590349,"{""asset_01"": 0.00015147865113576312, ""asset_02"": 0.00037626150070618644, ""asset_03"": 0.050123126251889326, ""asset_04"": 0.0006954264066024057, ""asset_05"": 0.00017334379092836462, ""asset_06"": 0.0004223031617147567, ""asset_07"": 0.0001291103297245994, ""asset_08"": 0.9478384362663335}",0.0749967602238419,"{""asset_01"": 0.00018909983103244937, ""asset_02"": 0.0007692923367750839, ""asset_03"": 0.000461312526137627, ""asset_04"": 0.0006506393404600175, ""asset_05"": 0.001018664818715995, ""asset_06"": 0.001183070419189143, ""asset_07"": 0.00024043913216886912, ""asset_08"": 0.0009681562832725139}","{""MKT"": 0.003553266891589779, ""VALUE"": 0.0010976770842264193, ""BOND"": 0.0028070460595972712}",factor_apt,5.6745140659615174e-05,0.08910186801204698,1.0,6.0,True,-4.663867024043899e-05,0.0
