date,slow_value,fast_vol,curve_slope
2000-01-31,0.0,0.0,0.0
2000-02-29,0.08810099628046776,0.10152938299385333,-0.053997151525350354
2000-03-31,-0.015361382156140899,-0.4973158128560792,-0.04781355030499376
2000-04-30,-0.0797459086523849,-0.6097678569796093,-0.06618541698898336
2000-05-31,-0.08150121364337477,-1.1098723446184757,0.03162407542777797
2000-06-30,-0.2412038257068756,-0.21902340866662895,0.08815096055354198
2000-07-31,-0.2717152723863344,0.24958257514759194,0.08317752990100293
2000-08-31,-0.20829013680488168,0.20687592643747585,0.18617646552195022
2000-09-30,-0.11712763635066885,-0.1273870939116866,0.11003317043583262
2000-10-31,-0.08615564309115425,-0.15217401122873178,-0.1272609048544791
2000-11-30,0.07851842899532249,-0.7590150200207539,-0.3252343178405972
2000-12-31,-0.025926117453172262,-0.36185514188062395,-0.11961432175032236
2001-01-31,-0.04398153813678403,-0.370621804479788,-0.09265502958151786
2001-02-28,-0.07201087145300232,-0.23472569575518754,-0.1992397731512972
2001-03-31,-0.034789950699830964,-0.04653416758182666,-0.4268423329335886
2001-04-30,-0.04256432780474235,0.01630082799547588,-0.33657247027259674
2001-05-31,-0.10657457848577616,-0.38699969968191555,-0.40472008070170473
2001-06-30,-0.05953406399592868,-0.5264504424749119,-0.44875685539792626
2001-07-31,0.033753204139985754,-0.604362586576172,-0.5027195690414599
2001-08-31,0.025441602934716496,-0.36347065568128845,-0.3587390376510182
2001-09-30,-0.045667859648606306,-0.7248758373074906,-0.342289579795494
2001-10-31,0.007193121399205506,-0.9518710490900673,-0.3636327149903242
2001-11-30,0.03147299080549362,-0.5970024443564081,-0.3262061986993591
2001-12-31,0.009977639691124623,-0.6577056484709359,-0.39292350289953015
2002-01-31,0.10217928924215716,-0.7955568683953,-0.23868961281581302
2002-02-28,-0.006090764304333779,0.3141847282151441,-0.39340553667888717
2002-03-31,0.1224339025811225,-0.04919233758646044,-0.37349464179524533
2002-04-30,0.11351667983050885,-0.23010143583354875,-0.12077580696938711
2002-05-31,0.11770440712825574,-0.5573931279820902,-0.046457711616706726
2002-06-30,0.17116541464345866,-0.7344201010842395,0.010820209510143793
2002-07-31,0.1715469152384568,-0.26799337267853685,0.08117413992878968
2002-08-31,0.16572511525499165,-0.31008022128319723,0.1657174770491467
2002-09-30,0.1858092981194221,-0.6638393668380844,0.0979731615093952
2002-10-31,0.14157002728716286,-0.5433339085614234,0.318564515043011
2002-11-30,0.10713994208859054,-0.2371327363651755,0.45861268918123327
2002-12-31,0.14421802650481833,-0.03642964373429261,0.5517195448397694
2003-01-31,0.1556763408927349,0.030293963651986295,0.5764558356351343
2003-02-28,0.18397220155232785,-0.1829014831338986,0.41375028524483914
2003-03-31,0.16938323584887782,0.2913725718219228,0.35800868682536585
2003-04-30,0.25617609812659925,0.32774041301145135,0.2984782888755092
2003-05-31,0.03781922220928163,0.2960583858958038,0.24690551164908112
2003-06-30,-0.09135689500024496,0.36159230963091793,0.2246108189516622
2003-07-31,-0.058611942484505575,0.07178984797740287,0.22684420954925083
2003-08-31,-0.09471213909283827,0.3697368955121342,0.22112923943300344
2003-09-30,-0.20407271745956163,0.3231106410236177,0.2102030118073837
2003-10-31,-0.2142260878617209,-0.1787212252679468,0.29934054887554296
2003-11-30,-0.26632705882239666,0.34968577489668556,0.20939890674739198
2003-12-31,-0.2557390983093903,0.23133616629503279,0.2077644369675723
2004-01-31,-0.036593724556750196,0.01244897506534215,0.3980890174047895
2004-02-29,0.014380745113944611,-0.19978797976890822,0.49179794210091266
2004-03-31,0.08121527526750402,0.14647946976031997,0.3190556665403729
2004-04-30,0.11900374541767209,-0.01821914010835786,0.2793146532911051
2004-05-31,0.1049169703769029,-0.0005528938647134905,0.4160138348955029
2004-06-30,0.13204467659737779,-0.5538153369412616,0.5074194994770704
2004-07-31,0.1350947847990272,-0.34821252109813067,0.2841599362338355
2004-08-31,0.16302220708346946,-0.3934384051266555,0.3569891371678237
2004-09-30,0.19462979799178404,-0.027091100122242806,0.2911248251067588
2004-10-31,0.042443006409970424,0.2716740378622941,0.30986983257091005
2004-11-30,0.014720132678307775,0.023052501953161747,0.19651911172337966
2004-12-31,-0.1267243995554838,-0.33702435137069287,0.17378635817461863
2005-01-31,0.005834453014631605,-0.09996750371826632,0.3203613274507936
2005-02-28,-0.07512643480159603,0.30702724349075483,0.2531191063529955
2005-03-31,0.04443369575337043,0.5834376217216585,0.2364058583164165
2005-04-30,0.05386044461406499,0.773636765500513,0.1379169512123097
2005-05-31,-0.12078823966322753,0.7866246347166821,0.344795763930299
2005-06-30,-0.26885927532393644,0.6135299963907208,0.19899667018383782
2005-07-31,-0.28399510253607213,0.12946375525610937,0.27056904719705416
2005-08-31,-0.3190899707540043,0.032770338119279846,0.1405465272181913
2005-09-30,-0.2508858638086464,-0.13002287611025198,0.0914653547396934
2005-10-31,-0.2494071494333342,-0.526544849666994,0.08206387109887867
2005-11-30,-0.3708765945379122,-0.4340123568755184,0.05352334689883308
2005-12-31,-0.39177943179920666,-0.3637575302723035,-0.01820097907439437
2006-01-31,-0.33916497991357447,-0.25565530687520993,-0.06389512844812784
2006-02-28,-0.3473281405223427,-0.3820769378661646,-0.07153398716380888
2006-03-31,-0.3619777554798559,-0.807943893087756,0.09894312374939034
2006-04-30,-0.3867169718900314,-0.7669922009642762,0.12107084895735132
2006-05-31,-0.5422553956160578,-0.6562461734040772,0.14201851772558086
2006-06-30,-0.547165510148431,-0.44023173448157604,0.08620838362901515
2006-07-31,-0.5602365262628477,-0.3204218430043683,0.09446713226600843
2006-08-31,-0.631051629066748,-0.14063788306047947,0.11664090449676515
2006-09-30,-0.6616293246175311,-0.27035583575665767,0.11899177203939391
2006-10-31,-0.548754234272209,0.13697905191980353,0.026252453943631307
2006-11-30,-0.5756550070470364,-0.07288471938608472,0.06219548631722763
2006-12-31,-0.5713114147961257,0.044114337871487413,0.18152518829637498
2007-01-31,-0.5374143417366628,0.148626997336574,0.20019605809571542
2007-02-28,-0.5839279376698695,0.05094109328679781,0.1581486535182338
