date,asset_01,asset_02,asset_03,asset_04,asset_05,asset_06,asset_07,asset_08
2000-01-31,-0.0035655864066269872,-0.03347897811861885,0.04512086640766709,0.0037701988212811054,-0.008922202731763241,-0.031143505546490896,-0.034278888104253495,0.03107970067972154
2000-02-29,0.00639007943641609,0.00864923406665576,0.00047565110200445057,0.012365475864820088,0.011643597193853465,-0.01829413928310432,-0.0020695981227080423,-0.02165506752927121
2000-03-31,-0.015953044183438642,-0.002019121146692674,0.02378705970862715,0.06466692725447354,0.014862253843583858,0.024288748437143185,0.011772344014810004,0.046920271179874753
2000-04-30,-0.0020373213784746448,-0.023164233759918322,-0.01443396897324399,-0.0012093139726665617,0.009335111545928849,0.012658454503434892,0.005025291638929022,-0.004465076015544101
2000-05-31,0.013229052837706359,0.02033116923358331,0.04626183718851783,0.0024856733349185207,0.005067843443515841,0.004438764420844512,0.004663182172459655,0.04266177101334248
2000-06-30,0.010017852952210077,5.098250513077725e-05,0.003212196746429854,-0.0043266901662984475,0.019703054021443497,0.017284993213495168,0.013273648273467928,0.016181582011232976
2000-07-31,0.017359582922534325,0.04036696281184378,0.015740143497651876,-0.010633566856790266,-0.01982355710227984,-0.021460656467295867,0.008564258266386054,0.032061369014284004
2000-08-31,0.0008087012906468714,0.00200087363163836,0.029398764069664806,0.045771376464529515,0.019529311392060086,0.01245796062270077,0.018030968214457314,0.04897875407215103
2000-09-30,-0.0012643525276257,0.01186058997397153,0.010581642793588104,-0.012906539273767025,0.003977896709321881,0.015839490899487572,-0.013102005353107215,0.011911573862973333
2000-10-31,-0.003428068487259622,0.0005223452099338151,0.026286702821693785,0.029534085746919438,0.002013870644486752,0.03324597975633641,-0.007983654624476515,0.025745880936508182
2000-11-30,-0.0018596312772890039,0.003485114827353121,0.03789392295194975,0.03398130844245505,0.029029830130974262,0.05242591755634281,-0.027567307242601195,0.045854956579828646
2000-12-31,-0.004586370067162698,0.04642595561375509,0.06293042114159113,0.014086186014261924,-0.02036040231915958,0.03084039403173792,0.009618425352841036,0.07601179589011559
2001-01-31,0.03987060269811003,0.0227742371046295,0.006850599858338212,-0.0015713576686922116,-0.006342965931893011,-0.004926650971435954,0.003775887403386944,0.05390706343385806
2001-02-28,-0.020920149250755606,-0.014675390990221542,0.06753050582251863,-0.022256778083020137,0.0020906047448427233,0.000545838674179986,0.0097670070003543,0.0020569447746365387
2001-03-31,-0.006469527424390333,-0.025870565292422307,0.012498518497261997,0.009700747611727829,0.012160716848194333,-0.0192196235299877,-0.012457018084223913,0.03219639494153826
2001-04-30,0.004603474631158172,0.025105535004956388,0.005968223228093076,0.0035289952019395684,-0.005760158087910769,-0.015259933040421881,0.0159650507713459,0.044818401881803666
2001-05-31,0.012353333518654086,0.04259718823008561,0.015055908430521268,0.004157155247201772,0.015569536789792766,-0.004952459251381405,0.0049817482009818295,0.027950245749305738
2001-06-30,0.028045392364194302,-0.0011349604408256962,-0.008629872544740633,0.04103388353334011,0.012842138959867567,0.0461171215240458,0.017936693541340247,0.01751278096366018
2001-07-31,0.005122019896681545,0.0028852725424149835,0.02876038504965793,-0.009607380709746802,-0.008667890662605319,-0.016493947411289303,-0.00733087087784998,0.01579989703395753
2001-08-31,0.016143897703834273,0.054810435750824255,0.027431919955656567,-0.02353623572700814,0.005939960885499548,0.02484482349991516,0.02294411772864593,0.012436788161546407
2001-09-30,-0.017721885832609523,-0.0039591771035817295,-0.013690028181696767,0.013900835253777027,0.028996004072951907,0.0447172327739984,0.004869966141555402,0.022455122166318453
2001-10-31,0.008588951980919721,-0.004067469316595088,0.028438735002220585,0.046984573660135344,-0.021404648631104903,0.026443623917749338,0.024504033361100044,0.02992907392264888
2001-11-30,0.01859889570448842,0.0908224368069429,0.012711557188932713,0.015918426579724716,-0.01277932097433135,0.007917678733793036,0.021626951592942374,0.0012320571491266016
2001-12-31,-0.006685854865229364,-0.005105101426967101,-0.019252426366392413,0.06478638910058328,0.020786859789729484,-0.008497852906619523,0.001740392207508665,0.027163798292979907
2002-01-31,0.003956684317275916,0.01282633255477225,0.018998419629551892,-0.0023929034525797914,0.022130482359589317,0.009108229927480747,-0.009839821691187807,0.04656318283235163
2002-02-28,-0.00834358066744477,-0.0015975869833096071,0.022287260836839008,0.043264761178313044,0.007097866247597601,0.03490369742767571,-0.013512352878551072,0.007212920304359761
2002-03-31,0.027974958357050345,0.016891737636551916,0.015006041923159047,-0.007245172688301573,0.003142820436934466,0.025640060576258762,0.005440848991026016,0.038036062544646504
2002-04-30,0.0008733383314391573,-0.010177094133351426,0.03921032177969347,0.001957433210021505,0.011646194546013254,0.02161129790072696,-0.0007764734374796076,0.06319850347450251
2002-05-31,0.008598884760569263,0.03273451163271744,0.018221117823886555,0.04866903289401026,0.03018129036324341,0.015179866078765071,-0.010785616505619952,0.0321948994702629
2002-06-30,-0.023081524394168683,0.013365859791586976,0.021734902795989712,0.01612510528855124,0.0021072082779650114,0.06379652341065667,0.016747503598755844,-0.0022095575915024313
2002-07-31,-0.017486422598169613,-0.011072677850387057,0.038352565870470194,0.004832613377294961,0.007886992131489847,0.012203764200734971,0.018267443195616902,0.015456061944480334
2002-08-31,0.023977712292998606,0.0022848913041716165,0.019781389246791684,0.02471407832694853,0.015880094097712828,0.01031054227194466,0.0030802082501786244,0.0195887072487143
2002-09-30,0.0339815751283312,-0.03988162795013961,0.015445472865735936,0.015915447005932205,-0.004937768045088487,-0.015590937573184903,-0.005818781155569705,-0.0146264807783204
2002-10-31,-0.0025173939827875546,0.012926242920468959,0.021126179162298534,-0.03246222659245257,-0.02670695222798107,0.03924556242426361,-0.010102133410952684,-0.0033570928592247026
2002-11-30,0.023824267135616792,-0.004167929573050191,0.03222856047465087,0.03170283537130887,0.004973916538429617,0.016043813429334162,0.006070053992527672,-0.01715954997833158
2002-12-31,-0.005313730085694603,0.016821548854378896,0.024211590019411405,-0.0008368282153953105,-0.007246017695480319,-0.01383666519926196,-0.010296663494184793,0.012920394409903602
2003-01-31,0.005893694708104097,0.024784451085457876,-0.0027397641957714117,-0.003791035863147711,-0.013817906776433528,-0.007846885216470353,-0.010020806326458968,-0.004616998965635683
