date,state_PLS1,state_PLS2
1963-07-31,-1.0315811016568681,-0.2930367566803607
1963-08-31,-0.2957890953727495,-0.7319304146205037
1963-09-30,-0.5340585255988938,-0.35440541753348426
1963-10-31,-0.32547593051986884,-0.49194816335448477
1963-11-30,-0.424755924665613,-0.1625505454364234
1963-12-31,-0.3228300403908675,-0.3092512767651861
1964-01-31,-0.06864615800014134,-0.4027323454972536
1964-02-29,0.0719336642467344,-0.5616483644647263
1964-03-31,0.18659777243740983,-0.7178881356412165
1964-04-30,-0.005348758658728012,-0.35880873302234007
1964-05-31,0.13904535843951674,-0.25515075106229196
1964-06-30,0.20149552195277157,-0.18975060009333222
1964-07-31,0.2729323154033548,-0.2974582510598247
1964-08-31,-0.05847506173481381,-0.09160109983119182
1964-09-30,0.22959089574931388,-0.3598577081044786
1964-10-31,0.19613850992580412,-0.33563330605340363
1964-11-30,-0.10286131290310005,-0.259167457302578
1964-12-31,-0.22812667930276692,-0.0031385179449590905
1965-01-31,0.2918305753884833,-0.38280745622715046
1965-02-28,0.25965880844865813,-0.48815209065134446
1965-03-31,0.07667645506696058,-0.26401142651235804
1965-04-30,0.3237953275026913,-0.4889356950031816
1965-05-31,0.015010345165346403,-0.21041281331416248
1965-06-30,-0.8217186940395952,0.6691439715294643
1965-07-31,-0.44873791736432783,0.18774072798118296
1965-08-31,-0.07539886552477724,-0.3184843266634124
1965-09-30,0.09906847982437966,-0.6940134593668191
1965-10-31,0.3909983069274069,-0.9711424994618998
1965-11-30,0.32933895869129054,-0.9050359313773204
1965-12-31,0.12883036669429382,-1.4470965147716532
1966-01-31,0.3170107067617886,-1.3964658894525166
1966-02-28,0.02517366367214791,-1.4122205554203826
1966-03-31,-0.105782442386683,-0.15241552801827296
1966-04-30,0.0752106880876701,-0.5860493091538965
1966-05-31,-0.99377835858821,0.22141186129511986
1966-06-30,-0.979745603331038,0.027751942687574218
1966-07-31,-1.0444799698552298,0.05709716041973297
1966-08-31,-2.190570351455624,0.22375178702448797
1966-09-30,-1.4523243770046368,1.0026109407340191
1966-10-31,-0.8693650588793574,0.686302166209496
1966-11-30,-0.5878053211151909,0.12477052172319165
1966-12-31,0.04121330956717925,0.9841222240948941
1967-01-31,1.4388125882060148,-0.10198742662232833
1967-02-28,0.9253676070868454,-0.4892875399799084
1967-03-31,1.376166913958961,-0.1962426354947084
1967-04-30,1.0296791328933728,-0.9206488143941388
1967-05-31,0.33416386652362773,-0.3043562707428667
1967-06-30,0.31380236629443675,-1.4656152599830103
1967-07-31,0.8769043207196575,-1.5065315678026787
1967-08-31,0.33555760860602163,-1.375438005829568
1967-09-30,0.5351205714118772,-1.3000559477898361
1967-10-31,-0.3715449137944217,-1.156256828165075
1967-11-30,-0.37218877744077483,-0.8639806925290312
1967-12-31,0.20688351972744745,-1.1328356964014599
1968-01-31,0.18634173288906916,-0.08480722880125699
1968-02-29,-0.4698090596460677,0.38638729277529765
1968-03-31,-0.6676254975164079,-0.014532363301313246
1968-04-30,0.6324738647838496,-1.0961996695740164
1968-05-31,0.805190789467599,-1.409964438989985
1968-06-30,0.8250599569792282,-0.48001538344974054
1968-07-31,0.5495309992579802,0.4842934718816644
1968-08-31,0.5160856000682047,0.07307261053509367
1968-09-30,0.7974761788560191,-0.45787997446632855
1968-10-31,0.45167568286235044,-0.6222230983234435
1968-11-30,0.7376361381000811,-1.3365281677381717
1968-12-31,-0.29767424639310075,-1.5456946703033323
1969-01-31,-0.40848336521254086,-0.9051793089589677
1969-02-28,-1.2683578752176907,-0.18036350692545378
1969-03-31,-0.6748867527868974,-0.22769110254690636
1969-04-30,-0.3142819413878964,0.013585987326377696
1969-05-31,-0.6595298104317737,-0.6239754384476351
1969-06-30,-1.8197647495736602,-0.05140437914236118
1969-07-31,-2.326246002771767,0.6796896233474097
1969-08-31,-1.3870043903848084,-0.11984461004580242
1969-09-30,-2.0328906601246723,-0.9884211692061
1969-10-31,-0.3884939029664969,-0.2340778994846374
1969-11-30,-1.1646759087178478,-0.1990712820637181
1969-12-31,-1.987369970105227,-0.8569434764913569
1970-01-31,-2.1052172303007874,0.33609062830287284
1970-02-28,-0.302806288358529,1.3071434465548002
1970-03-31,-0.4290022877291209,1.1014047934289974
1970-04-30,-2.3420926256460266,0.7939736962806533
1970-05-31,-2.676052035201581,1.2761427897085424
1970-06-30,-2.5465739022665175,1.9562736203155038
1970-07-31,-0.9392195368564368,1.2142547709126954
1970-08-31,-0.1602178312001841,0.41802849160114713
1970-09-30,0.8247911406218826,0.20580344154816346
1970-10-31,0.10468133372564452,0.6886267601143493
1970-11-30,1.2392273328981023,1.971502799502469
1970-12-31,1.5370774167824233,0.7425106985404042
1971-01-31,2.3177588356964693,0.7892101677427976
1971-02-28,1.9904788613471391,0.8005849201880959
1971-03-31,2.230496928659282,1.03788386497138
1971-04-30,1.1884888292977283,-0.9222406372886796
1971-05-31,0.08627198814762366,-0.49929819298515854
1971-06-30,-0.5068540983307386,-1.0141802679872132
1971-07-31,-0.9189312727220469,0.014339203666441388
1971-08-31,0.3179669912287867,0.7869073888798317
1971-09-30,0.1543090644763805,1.0631055282639352
1971-10-31,-0.2665108586024851,1.8009482273411888
1971-11-30,-0.48138720642187877,1.5387432586164398
1971-12-31,0.8204541178430322,0.489586056061639
1972-01-31,0.98575464879665,-0.2361886716337781
1972-02-29,0.9421380178855477,-0.24454136138811652
1972-03-31,0.3317907363584347,-0.6645977667159269
1972-04-30,0.41437466971498843,-0.044618068702863174
1972-05-31,0.23667374134712865,0.3236769971176686
1972-06-30,-0.46579395811885044,0.3043124791922802
1972-07-31,-0.5783778319746854,0.636145643580822
1972-08-31,-0.3142358272041336,-0.17177079449228236
1972-09-30,-0.5597689061649718,0.055687163251884594
1972-10-31,-0.4320914824895887,0.23359165349278013
1972-11-30,0.3053651122885774,-0.14395187350519273
1972-12-31,-0.06974143185650172,-0.17891664394635964
1973-01-31,-0.7312475939199011,0.0022009502408326135
1973-02-28,-1.508016539768007,0.28032657507739317
1973-03-31,-1.413201365849875,0.21933349831888918
1973-04-30,-1.62843951973308,0.8464978914442078
1973-05-31,-1.930198772956235,1.0006213713687604
1973-06-30,-1.8202600365602053,0.8274655010635428
1973-07-31,-1.2620153929322997,-1.427439479860797
1973-08-31,-1.1040392717322525,0.059160751658572645
1973-09-30,0.37965324237952347,0.21677189532087962
1973-10-31,0.08101909776338162,0.2641376346131198
1973-11-30,-1.6685072668174552,1.7061452511117763
1973-12-31,-1.345120211065144,1.0004729281314566
1974-01-31,-0.5839070781250445,0.20671658890061065
1974-02-28,-0.4605570025853926,0.19010591233463975
1974-03-31,-1.1867553217333255,-0.6944389136931334
1974-04-30,-1.9657573922458034,-0.7585714175383073
1974-05-31,-2.0853814119392484,0.37809141775268584
1974-06-30,-2.089502379620971,0.16968068309594506
1974-07-31,-2.352001951726885,0.4016484907236718
1974-08-31,-2.8494319106624673,0.8174994453233584
1974-09-30,-2.7434608620178462,2.35593854190202
1974-10-31,-0.6322282116803144,1.0982290120238745
1974-11-30,-0.7564997794689292,1.9177263694375208
1974-12-31,-1.0589733030958213,2.0589158342799654
1975-01-31,1.5247964525575632,-0.3468050794250431
1975-02-28,1.6199864214379585,-0.17665151044831717
1975-03-31,1.4272005624706274,-0.9929139596437503
1975-04-30,0.9853542295457107,-1.8272909086459241
1975-05-31,1.544900721119784,-1.1161579831495703
1975-06-30,1.5680367455861928,-1.5712955128629504
1975-07-31,0.38548221828190066,-0.9627779970141527
1975-08-31,-0.2881936872894154,-0.3821382375828217
1975-09-30,-0.9510384315248193,-0.27340686283505106
1975-10-31,0.10821963230987336,0.3691523354855583
1975-11-30,0.22665219670595713,-0.07882533715787088
1975-12-31,0.3410728266071396,0.8324272979791018
1976-01-31,2.112708592939617,-0.621169896867114
1976-02-29,1.8831982924661432,-0.9538943959315576
1976-03-31,1.502814910750512,-0.7052892029983782
1976-04-30,0.8551844604266291,-0.28213115632508595
1976-05-31,0.07864240496416573,-0.45200278493989327
1976-06-30,0.5955129443641982,-0.31710423691716555
1976-07-31,0.3540501045169792,-0.009286805613518493
1976-08-31,0.18891381611286606,0.5026727658327388
1976-09-30,0.49426651724978377,0.5587404807557537
1976-10-31,0.19062410790900003,1.1098993688324614
1976-11-30,0.7040364125934785,1.5186539578592364
1976-12-31,1.4187685494890094,0.7320020910700953
1977-01-31,0.3856238135955949,-0.2952043023841883
1977-02-28,0.036727887893698005,0.03152081747193039
1977-03-31,-0.06601435204602592,0.20522719506464132
1977-04-30,0.009157659971483352,0.048517042153294596
1977-05-31,-0.20322758976279334,0.1336314509563378
1977-06-30,0.49286830866846837,-0.07250784845738356
1977-07-31,-0.08243748187361288,-0.27556842885226623
1977-08-31,-0.27637611200147605,0.17903263390272112
1977-09-30,-0.3738113037213234,-0.06380007107692627
1977-10-31,-0.9249077510077921,0.013679023874987095
1977-11-30,-0.09541357755337147,-0.34921347396840996
1977-12-31,-0.20159673280271784,-0.5729400707163208
1978-01-31,-0.8117696669088962,-0.11498714915291698
1978-02-28,-0.738702541895364,-0.15188150526259508
1978-03-31,-0.21739618052023688,-0.6358418956738074
1978-04-30,0.48119221077550817,-1.2504562621675408
1978-05-31,0.4704422251987438,-1.4417000138893066
1978-06-30,-0.04981611712554133,-1.2114570004241199
1978-07-31,0.49812492772918776,-1.2018765981462842
1978-08-31,0.913785043909613,-1.1450163564348992
1978-09-30,0.27087140261118825,-0.943606319405446
1978-10-31,-1.979455284599115,0.010046046025541657
1978-11-30,-1.0594278322535415,-0.21656366770561097
1978-12-31,-1.0912349174662532,-0.8484304030825504
1979-01-31,0.036058882840938465,-0.6225476892793808
1979-02-28,-0.6578195271239954,-0.5126641934994709
1979-03-31,0.2554314821740105,-0.8728581701718562
1979-04-30,0.0400000097319433,-0.9157891088162547
1979-05-31,-0.05863895043777626,0.06522732136994408
1979-06-30,0.6119331049980828,0.15380684052535987
1979-07-31,0.3188837961655449,-0.43472303448791005
1979-08-31,0.5111791603620603,-1.406627558968692
1979-09-30,-0.06882441072838162,-1.2989072269871376
1979-10-31,-2.324064962168625,-2.2911250334079014
1979-11-30,-0.6123835471535019,-1.0782074178724375
1979-12-31,-0.2679783169949627,-1.1132140099207237
1980-01-31,-0.0611704777014386,-2.3286928106574085
1980-02-29,-1.6460684660199796,-4.06319840907717
1980-03-31,-2.800782950319266,-1.1317609322296895
1980-04-30,0.23441412898342864,2.467390102330332
1980-05-31,1.390419938626001,2.529552846400862
1980-06-30,1.4207620850262452,1.9007087024752218
1980-07-31,1.2439078594399389,-0.1925385117504203
1980-08-31,0.19735162548254132,-2.184597990505284
1980-09-30,-0.002981545977647292,-2.1773897709575496
1980-10-31,-0.4793277549389808,-2.7212732840204414
1980-11-30,0.03743354075261395,-3.2395305015733435
1980-12-31,-0.10641760424179328,-1.1444713365805643
1981-01-31,-0.6137931112781303,-0.8015147878518876
1981-02-28,-1.0495010701648344,-1.7767225174340584
1981-03-31,-0.04367604563722249,-1.1426037719467645
1981-04-30,-0.913269228856679,-2.2890086265506326
1981-05-31,-0.4107203309269444,-1.1789982193546078
1981-06-30,-0.7594017691115735,-0.9905681206044729
1981-07-31,-1.579292825562259,-1.8304098920830354
1981-08-31,-2.513917213314425,-1.6674402698521822
1981-09-30,-2.754075064130031,-0.7194991315991256
1981-10-31,-0.4787367386741535,1.0971076116694247
1981-11-30,1.222848262258258,3.176170902688876
1981-12-31,-0.41911049333409844,0.8530047748336578
1982-01-31,-0.8071958099169084,0.7839165322718075
1982-02-28,-1.0594213840544837,1.3085584700865653
1982-03-31,-1.0043010974178634,1.019241042143845
1982-04-30,-0.18214814957592138,0.966850367541978
1982-05-31,-0.4449838246049289,1.3918073046609307
1982-06-30,-1.2632890711442641,0.22286038311447023
1982-07-31,-0.5825863878725167,1.9172717209917807
1982-08-31,1.3469578692549316,2.003824150869709
1982-09-30,1.6486816572587748,2.346094941076617
1982-10-31,3.372311041406607,2.6500174880968936
1982-11-30,2.948417870271118,1.3288647657069357
1982-12-31,2.3936216880405934,1.5964360122049728
1983-01-31,1.9291908923176408,0.37515323544138196
1983-02-28,2.0479171773442095,0.6892440596298741
1983-03-31,1.5340148824191113,-0.278569761513008
1983-04-30,2.0512747710627233,-0.21497230400224757
1983-05-31,1.2153708194174053,-1.0962820591553735
1983-06-30,0.9810263762579964,-1.255986618945198
1983-07-31,-0.2435073194704784,-1.6776112087722648
1983-08-31,-0.38999717956737245,-1.0986019012970227
1983-09-30,0.19630148024345187,0.017572089463965546
1983-10-31,-0.4510843316152054,0.24792816065164103
1983-11-30,-0.061309784235851365,0.08835514929081427
1983-12-31,-0.40381147913308274,0.07216785244244878
1984-01-31,-0.31932286745210037,0.5706765602092951
1984-02-29,-1.0809657519043412,0.4404961912893135
1984-03-31,-1.1347277686266692,-0.37954822949064776
1984-04-30,-1.0977739995339535,-0.46459206457828
1984-05-31,-2.2090017907913415,-1.1409805828356583
1984-06-30,-1.4108265161812192,-0.8457129881569537
1984-07-31,-0.8287511945584851,1.0905548400375162
