date,PLS1,PLS2
1963-07-31,-1.0139155263611421,-0.19917392305020062
1963-08-31,-0.29363973797213494,-0.4965086463165832
1963-09-30,-0.526884595539759,-0.24074899131988275
1963-10-31,-0.3227005437538563,-0.33392927206926437
1963-11-30,-0.4198869435024959,-0.11077419156994717
1963-12-31,-0.3201104495663948,-0.2101586792778157
1964-01-31,-0.07128674025571832,-0.2734887529739039
1964-02-29,0.06632856602059892,-0.38114866025999394
1964-03-31,0.1785746630447489,-0.4869955055846541
1964-04-30,-0.00932414236904655,-0.24373207974836053
1964-05-31,0.13202502375863345,-0.17350751208179832
1964-06-30,0.19315825213752802,-0.12920125374760447
1964-07-31,0.26308860240384085,-0.20216932702553234
1964-08-31,-0.0613301298023283,-0.0627084850068966
1964-09-30,0.22066115695105798,-0.24444272277114834
1964-10-31,0.18791420758665062,-0.22803155858628724
1964-11-30,-0.10478037359517109,-0.17622868660048022
1964-12-31,-0.2274041718571465,-0.0027782562858428145
1965-01-31,0.28158834009290834,-0.2599903546032275
1965-02-28,0.25009500420648645,-0.331357568864473
1965-03-31,0.07097134192469517,-0.17951030213181526
1965-04-30,0.312879026636233,-0.3318884327283924
1965-05-31,0.010605633209565035,-0.14319916266914196
1965-06-30,-0.8084786504386576,0.45266903566836025
1965-07-31,-0.44336320928233397,0.12653559169982476
1965-08-31,-0.0778970481885683,-0.21641373967052757
1965-09-30,0.09289116865294095,-0.4708212680792889
1965-10-31,0.37866484460356803,-0.6585662604140538
1965-11-30,0.3183057549654402,-0.6137814298020804
1965-12-31,0.12202544348344824,-0.9810080475518154
1966-01-31,0.3062374784659107,-0.9467076135042527
1966-02-28,0.020554629920067957,-0.9573808350488406
1966-03-31,-0.10763990295102771,-0.10390808050908351
1966-04-30,0.0695364847128932,-0.3976794257548606
1966-05-31,-0.9769099591159187,0.14934657774357912
1966-06-30,-0.9631731234751322,0.018148923675818912
1966-07-31,-1.0265423861007863,0.03802925695412102
1966-08-31,-2.148464269081291,0.150931793562078
1966-09-30,-1.425786261259378,0.6785809558183616
1966-10-31,-0.855120259352221,0.46429309761284554
1966-11-30,-0.5794979906069178,0.08387553381787563
1966-12-31,0.036256035336075076,0.6660555129326171
1967-01-31,1.404383051770098,-0.06974484916100787
1967-02-28,0.9017654840179612,-0.3321267950899693
1967-03-31,1.3430584355441992,-0.13359937505690578
1967-04-30,1.0038773116087394,-0.6243585984788472
1967-05-31,0.3230289162163916,-0.2068424881351492
1967-06-30,0.30309679476752066,-0.9935538337190205
1967-07-31,0.8543241806361336,-1.0212731658227039
1967-08-31,0.3243932673762758,-0.9324619759909402
1967-09-30,0.5197478908848245,-0.8813933333687428
1967-10-31,-0.3677980345732191,-0.7839745835963116
1967-11-30,-0.3684283205664498,-0.5859679769058069
1967-12-31,0.19843262901556974,-0.7681076062419254
1968-01-31,0.1783240228013584,-0.05810588087706281
1968-02-29,-0.46399000801025686,0.26111151983713893
1968-03-31,-0.6576349369120071,-0.010497178158333287
1968-04-30,0.6150482196963435,-0.7432880111048197
1968-05-31,0.7841229283534461,-0.9558523970266615
1968-06-30,0.8035730992874122,-0.3258452413557022
1968-07-31,0.5338544348391316,0.32743944721546214
1968-08-31,0.5011143247758829,0.04885205184571295
1968-09-30,0.776571001731639,-0.31084929510448384
1968-10-31,0.4380626695536282,-0.42218587144538045
1968-11-30,0.7179928544228866,-0.906101955216106
1968-12-31,-0.295485135347778,-1.0478047641577906
1969-01-31,-0.40395753615766716,-0.613878562974981
1969-02-28,-1.245699204074641,-0.12284183456062786
1969-03-31,-0.6647430684491499,-0.15490458436889018
1969-04-30,-0.3117426109706941,0.008551996627718939
1969-05-31,-0.6497099698729063,-0.42337301907549313
1969-06-30,-1.7854781331168559,-0.03547664739428852
1969-07-31,-2.2812788224908207,0.45981333681791126
1969-08-31,-1.3618437279641886,-0.08184245092735609
1969-09-30,-1.994109691950317,-0.6702719398966761
1969-10-31,-0.3843896072378441,-0.1592314103908279
1969-11-30,-1.1442036597841527,-0.13551568172846312
1969-12-31,-1.9495489321000568,-0.5812005152547366
1970-01-31,-2.0649110555288144,0.22703733229403683
1970-02-28,-0.3005089539556509,0.8848908140396192
1970-03-31,-0.4240437602078042,0.7455102502386682
1970-04-30,-2.296791275312513,0.5372367002787599
1970-05-31,-2.6237082232450395,0.8638889800926013
1970-06-30,-2.496960496329767,1.3246532418788488
1970-07-31,-0.9235016616611976,0.8219620654305593
1970-08-31,-0.16092737041335659,0.2825472980182482
1970-09-30,0.8033099516695185,0.1387724327721798
1970-10-31,0.09838565994167175,0.4658679266697296
1970-11-30,1.209006605858809,1.3349704649628698
1970-12-31,1.5005756935347505,0.5023723637481958
1971-01-31,2.2647942766214424,0.5340095804196527
1971-02-28,1.94441590945368,0.5417155675291945
1971-03-31,2.179372529238027,0.7024770978044054
1971-04-30,1.1593380645178935,-0.6254370014388233
1971-05-31,0.08036452654162429,-0.3389086537183247
1971-06-30,-0.5002538491727272,-0.6877228061124696
1971-07-31,-0.9036412319206775,0.009062273702770907
1971-08-31,0.3071735970191275,0.5324495302717943
1971-09-30,0.14696685216332372,0.7195638707384371
1971-10-31,-0.26497891413573255,1.2194258550147654
